瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),弥家 惑措嚼档(%),乞闭 惑措嚼档(%)
211,牢力,2019-02-11,-3.7,-9,1.6,,,,6.8,4.8,2,19,39.1
211,牢力,2019-02-12,-3.8,-9.8,2.4,,,,8.3,4.8,1.4,25,51.1
211,牢力,2019-02-13,-4.3,-10.4,2.2,,,,8.1,5.1,1.2,16,48.4
211,牢力,2019-02-14,-3,-10.2,5.4,,,,5.3,3.6,1.7,28,59
211,牢力,2019-02-15,-1.7,-3.7,-.1,,,1,8.5,5.3,2.2,61,80.4
211,牢力,2019-02-16,-4,-9.6,.6,,,0,7,4.6,1.7,43,66.3
211,牢力,2019-02-17,-4.4,-11,3.4,,,,7.8,5,1.5,28,66.1
211,牢力,2019-02-18,-1.3,-10.3,6.7,,,,4.3,2.9,.9,24,61.8
211,牢力,2019-02-19,.7,-1.4,2.2,,,5.5,7.1,4.2,1.3,63,84.5
211,牢力,2019-02-20,.4,-1.9,2.5,,,0,7.8,4.5,2.1,59,72.3
211,牢力,2019-02-21,-.7,-7,7.7,,,,5.4,3.2,1,41,75.5
211,牢力,2019-02-22,.9,-6.1,11.8,,,,3.3,2.3,.7,29,72.5
211,牢力,2019-02-23,1.7,-4.7,11.1,,,,6.4,3.9,1.1,25,66.5
211,牢力,2019-02-24,2.6,-5.6,12.3,,,,8.6,4.7,1.4,23,62
211,牢力,2019-02-25,2.6,-2.3,11.6,,,,5.8,3.8,1.1,21,63.6
211,牢力,2019-02-26,2,-5.2,11.6,,,,6.1,3.3,1.1,19,61.4
211,牢力,2019-02-27,5,-.7,12.8,,,,6.2,3.7,1.3,26,57.1
211,牢力,2019-02-28,3.5,-3.5,12.3,,,,5.1,3.3,.9,24,61
211,牢力,2019-03-01,3,-4.5,12.6,,,,6.5,3.4,1,21,59.5
211,牢力,2019-03-02,3.7,-4.4,14.4,,,,4.7,2.9,.9,14,55.5
211,牢力,2019-03-03,5.3,-4.1,16.1,,,,5.7,3.9,1.1,12,60.1
211,牢力,2019-03-04,6.4,0,15.6,,,,5.2,3.2,1.2,24,57.6
211,牢力,2019-03-05,5.3,-2.1,11.7,,,,7.3,4.2,1.5,39,67.4
211,牢力,2019-03-06,5.6,-.5,11,,,0,6.5,5.3,1.5,36,67.6
211,牢力,2019-03-07,3.8,-.9,11.8,,,4.5,5.3,3.5,1.1,30,76.5
211,牢力,2019-03-08,3.9,-2.4,12.7,,,,7.7,4.8,1.6,20,60.6
211,牢力,2019-03-09,4,-4.4,12.8,,,,7,4.2,1.3,12,49.5
211,牢力,2019-03-10,4.8,.4,10.2,,,,9.8,7.3,2.9,34,58.5
211,牢力,2019-03-11,4.2,-3.6,10.8,,,,8.2,5.1,1.7,37,65.1
211,牢力,2019-03-12,3.2,-.7,5.4,,,.6,11.2,5.8,2.7,20,59
211,牢力,2019-03-13,1.9,-2.2,7.5,,,,10.2,5.2,2.7,13,27.8
211,牢力,2019-03-14,1.9,-5.8,7.9,,,0,9.7,6.3,2.2,16,49.6
211,牢力,2019-03-15,2.8,-2.2,9.5,,,1.5,6.3,3.9,1.3,26,77.8
211,牢力,2019-03-16,2.6,.2,5.6,,,.1,8.5,5.1,2.2,57,77.3
211,牢力,2019-03-17,4,-.6,10.9,,,,7.2,4.6,1.7,29,61.5
211,牢力,2019-03-18,5.5,-3.7,13,,,,7.6,4.6,1.8,25,53.6
211,牢力,2019-03-19,7.9,-1.4,17.4,,,,6.7,4.3,1.2,23,54.3
211,牢力,2019-03-20,9,2.5,16.1,,,15.5,5.8,4.1,1.1,31,69.5
211,牢力,2019-03-21,7.4,.9,10.9,,,9,9.7,5.6,2.6,39,76.1
211,牢力,2019-03-22,2.8,-1.6,8.2,,,,6.6,4.7,2,24,56
211,牢力,2019-03-23,.4,-4.5,5.4,,,.5,8.8,4.7,1.5,42,69.5
211,牢力,2019-03-24,2.7,-4.7,9.1,,,,12.3,7,2.8,23,51
211,牢力,2019-03-25,4.1,-1.6,7.6,,,,5.8,3.6,1.1,48,68.9
211,牢力,2019-03-26,8.7,2.6,17,,,,8.5,5,1.9,17,49.8
211,牢力,2019-03-27,9.6,1.7,15.6,,,0,10.4,5.1,2.3,44,64.4
211,牢力,2019-03-28,6.7,3.8,12.2,,,.5,6.8,5,2.9,46,71.1
211,牢力,2019-03-29,7.6,2.7,14.8,,,0,7.5,5.7,2,25,60.1
211,牢力,2019-03-30,4.1,1.8,7.5,,,2.5,9,5.6,2.9,43,76.9
211,牢力,2019-03-31,1.8,-1.9,3.7,,,.5,6.8,4.1,2.2,65,78.3
211,牢力,2019-04-01,1.9,-4.9,9.1,,,,11.1,5.2,1.3,18,56.6
211,牢力,2019-04-02,3.7,-4.4,11.7,,,,7.5,4.1,1.2,16,49.8
211,牢力,2019-04-03,5.8,-3.7,13,,,,10,6.2,2.5,18,41.1
211,牢力,2019-04-04,8.4,-1.9,15.9,,,,13.8,7.5,3.3,19,37
211,牢力,2019-04-05,10.4,5.2,18.6,,,,11.5,7,3.7,11,35.5
211,牢力,2019-04-06,6.7,2,13.7,1.5,3.5,4,6.7,4.1,1.1,20,59.4
211,牢力,2019-04-07,9.1,3.3,18.1,,,,5.8,3.9,1.5,22,63.1
211,牢力,2019-04-08,8.7,1.5,17.4,,,,8.4,5.1,1.7,13,41.6
211,牢力,2019-04-09,6.2,.2,14.4,.5,2,7,7,4.6,2.1,17,54.6
211,牢力,2019-04-10,5.2,1.6,8.4,.5,1,2,6.9,4.5,2.7,61,79.8
211,牢力,2019-04-11,7.2,1.3,14,,,,5.2,3.4,1.4,28,68.9
211,牢力,2019-04-12,9.3,1.8,18.5,,,,8.7,6,1.3,18,55.3
211,牢力,2019-04-13,9.7,1.1,17.2,,,,9.5,5.9,1.9,17,45.1
211,牢力,2019-04-14,5.7,1.2,9.3,1.5,1.5,4,7.7,5.1,1.7,33,75.1
211,牢力,2019-04-15,9.4,.5,19.1,,,,9.7,5.7,2.4,17,51.4
211,牢力,2019-04-16,11.1,.7,21.2,,,,9.5,5.5,1.7,13,41.6
211,牢力,2019-04-17,13.2,2.2,23.1,,,,8.9,5.4,1.8,13,39.4
211,牢力,2019-04-18,12.6,7.9,15.9,,,,10.6,5.9,2.5,42,65.3
211,牢力,2019-04-19,10.6,5.7,17.2,,,,5.7,3.9,1.6,34,54.6
211,牢力,2019-04-20,12.3,1.9,20.5,.1,.2,.2,7.8,4.4,1.8,30,61.4
211,牢力,2019-04-21,16.2,12,22.2,.1,.1,.1,6.6,4.5,1.8,44,67.9
211,牢力,2019-04-22,15.8,8.2,25.9,,,,6.4,4.8,2.1,29,67.5
211,牢力,2019-04-23,18.5,9,27,,,,6.4,3.9,1.4,29,57.9
211,牢力,2019-04-24,17.4,13.3,25.6,3.5,4.5,8,7.8,5.2,1.7,42,77.6
211,牢力,2019-04-25,9.4,6,14.3,1.5,4,15.5,9,6.4,3.7,46,71.6
211,牢力,2019-04-26,6.5,4.9,8.4,.5,1,3,8.4,5.6,2.9,67,81
211,牢力,2019-04-27,9.7,2.3,17.9,,,,6,3.5,1.4,25,64
211,牢力,2019-04-28,10.3,6.3,14.3,.1,.1,.1,6.7,4.3,1.3,47,68.9
211,牢力,2019-04-29,10.4,4.3,16.8,,,,4.1,2.7,1,40,71.1
211,牢力,2019-04-30,13.5,4.4,23.1,,,,6.3,4.3,1.5,31,64.5
211,牢力,2019-05-01,15.5,7,23.9,,,,7.6,5,1.4,22,56
211,牢力,2019-05-02,16,6.6,24.7,,,,8.7,5.9,2,14,45.3
211,牢力,2019-05-03,16.3,5.5,27.6,,,,9.3,5,1.6,14,43
211,牢力,2019-05-04,17.3,7,28,,,,6.3,3.9,1.3,16,48.1
211,牢力,2019-05-05,18.5,8.9,26.5,,,,12.2,6.6,2.2,11,38.8
211,牢力,2019-05-06,13.4,6.5,19,,,,8.5,4.8,2.2,13,34
211,牢力,2019-05-07,12.9,1.5,21.9,,,,10.5,5.8,2.5,14,40.6
211,牢力,2019-05-08,15.4,4.9,22,,,,11.1,6.2,2.7,24,40.6
211,牢力,2019-05-09,16.6,9.5,23.6,,,,9.3,5.4,2.4,21,43.1
211,牢力,2019-05-10,17,6.1,28.9,,,,6.1,3,1,13,44.8
211,牢力,2019-05-11,17.5,8.9,28.8,,,,5.6,3.5,1.3,17,49.4
211,牢力,2019-05-12,14.9,9,20.5,,,,7.4,4.5,2.9,52,69.1
211,牢力,2019-05-13,16.4,11.8,21.8,,,,5.8,3.8,1.4,42,67.3
211,牢力,2019-05-14,17.6,10.5,25.7,,,,7.3,4.4,1.4,23,55.5
211,牢力,2019-05-15,17.7,9.1,26.9,,,,5.5,3.5,1.1,24,54.6
211,牢力,2019-05-16,19.4,10.7,28.3,,,,7,4.6,1.3,25,55.5
211,牢力,2019-05-17,20.1,11.2,27.5,,,,4.6,2.8,.9,33,60.4
211,牢力,2019-05-18,20.5,16.5,25.6,0,0,0,6.1,3.2,1,32,61
211,牢力,2019-05-19,19.2,14.7,23.8,.5,2,5,4.1,2.9,1.1,55,81.1
211,牢力,2019-05-20,16.1,10.7,19.7,1.5,3,3.5,12.3,7,3.9,30,58.4
211,牢力,2019-05-21,15.6,7.5,22.7,,,,13.6,7.3,3.1,20,49.5
211,牢力,2019-05-22,16.9,7,25.3,,,,11.5,6.6,2.3,18,48.1
211,牢力,2019-05-23,18.2,8.1,27.6,,,,8.1,4.9,1.6,22,50.6
211,牢力,2019-05-24,21.2,9.9,32.3,,,,6.8,3.9,1,17,52.5
211,牢力,2019-05-25,20.6,14.4,27.4,,,,7.4,3.9,1.3,28,59.1
211,牢力,2019-05-26,21.6,12.3,30.1,,,,7.6,4.6,1.4,20,49.5
211,牢力,2019-05-27,17.7,16.5,19.6,1,1.5,4,12.6,6.3,2.2,57,78.8
211,牢力,2019-05-28,17,9.5,24,,,,11,6.8,2.6,21,48
211,牢力,2019-05-29,17.9,8.2,26.4,0,0,0,10,5.8,1.9,17,45.4
211,牢力,2019-05-30,18.7,9.1,25.1,,,,9.3,5.4,2.3,29,49.3
211,牢力,2019-05-31,19.2,15.9,23.2,,,,9.8,5.5,3.7,30,46.1
211,牢力,2019-06-01,17.9,10,24.8,,,,7.1,4.4,1.9,29,57.1
211,牢力,2019-06-02,20,12,28.1,,,,6.9,3.4,1.3,14,52.6
211,牢力,2019-06-03,20.8,12.4,28.7,,,,7.6,4.8,1.2,27,54.5
211,牢力,2019-06-04,22.7,14.3,29.9,,,,9.9,4.5,1.8,23,50.9
211,牢力,2019-06-05,22.7,14.8,30.7,,,,7.8,4.5,1.3,28,55.9
211,牢力,2019-06-06,20.2,16.6,25.7,1,3.5,8,3.9,2.8,1.1,53,75.5
211,牢力,2019-06-07,17,13.9,18.8,2,7.5,26,8.5,5.5,2.4,74,85.5
211,牢力,2019-06-08,18.6,12.3,26.4,,,,4.1,2.8,1.3,32,70.4
211,牢力,2019-06-09,17.7,14.5,26.6,1,2.5,6.5,9.5,5.1,2.2,44,75.8
211,牢力,2019-06-10,16,14.3,18.4,0,0,0,7.4,5,2.2,63,75.9
211,牢力,2019-06-11,16.1,12.7,22.2,,,,5.7,3.3,1.5,49,74.8
211,牢力,2019-06-12,19.3,12.3,28.5,,,,4.3,2.9,1.4,28,64.8
211,牢力,2019-06-13,20.7,12.4,28.8,,,,6,3.8,1.2,33,63.4
211,牢力,2019-06-14,20.5,14.4,28.1,,,,5,3.2,1.1,31,62.1
211,牢力,2019-06-15,18.5,14.2,26.4,1,3,4,8.4,5.6,1.8,40,74.9
211,牢力,2019-06-16,19.5,15.2,25.7,,,,5.6,3.5,1.4,39,69.8
211,牢力,2019-06-17,20.8,15.6,26.5,,,,7.7,4.4,1.7,36,64.1
211,牢力,2019-06-18,17.5,16.3,19.2,3.5,10,14.5,6.1,3.4,1,72,85.6
211,牢力,2019-06-19,19.5,17.3,24.4,4,8.5,15.5,6,3.5,1.5,62,84.6
211,牢力,2019-06-20,21.8,16.9,27.7,,,,6.3,3.7,1.3,44,72.8
211,牢力,2019-06-21,19.5,14.9,25.9,6.5,13.5,13.5,8.8,5.6,2.1,54,76.8
211,牢力,2019-06-22,19.1,12.4,26.3,,,,7.4,4.3,2,34,64.4
211,牢力,2019-06-23,20.1,11.9,27.5,,,,6.9,4.1,2,34,62.5
211,牢力,2019-06-24,21.6,14.9,29,.1,.2,.2,5,3.3,1.6,34,66
211,牢力,2019-06-25,23.3,15.7,31.3,,,,4.5,3,1.3,32,61.5
211,牢力,2019-06-26,23.2,17,28.8,0,0,0,4.7,3.3,1.2,45,70.5
211,牢力,2019-06-27,24.9,19.3,32.2,.1,.2,.3,6.8,4.3,1.7,32,64.6
211,牢力,2019-06-28,23,18.1,30.7,5,5,6,5.4,3.3,1.7,41,72.6
211,牢力,2019-06-29,21.7,18.1,27,.5,1,2.5,4,2.8,1.1,51,78.4
211,牢力,2019-06-30,23,17.9,27.9,0,0,0,7.5,4.5,2.1,48,71.4
211,牢力,2019-07-01,23.3,19.9,27.5,,,,7.5,4.2,2,44,63.3
211,牢力,2019-07-02,22,16.1,28.4,,,,6.3,3.7,1.7,38,64.1
211,牢力,2019-07-03,22.5,15.6,29.8,0,0,0,5.7,3.4,1.3,36,64.8
211,牢力,2019-07-04,23.9,15.8,32.4,,,,6.3,3.9,1.2,27,59.8
211,牢力,2019-07-05,25.1,17,34.2,,,,6.4,3.8,1.5,25,60.4
211,牢力,2019-07-06,24.3,19.2,30.9,,,,7.3,4.9,2.4,36,63
211,牢力,2019-07-07,21.2,17.7,25,0,0,0,9.6,6.2,3,46,66.4
211,牢力,2019-07-08,20,17.4,22.4,,,,7.1,4,2.4,64,72.5
211,牢力,2019-07-09,20.6,17.8,23.9,,,,8.2,5.6,2.8,51,68.3
211,牢力,2019-07-10,19,18.1,20.9,1,3,6.5,9.1,5.7,3.3,65,76.6
211,牢力,2019-07-11,20.1,17.9,22.3,1,2.5,4,6.7,4.4,2.3,71,80.8
211,牢力,2019-07-12,20.6,17.1,26.3,.1,.2,.3,5.5,3.8,1.2,57,81.4
211,牢力,2019-07-13,23.1,17.8,29.1,0,0,0,6.5,3.6,1.3,44,71.8
211,牢力,2019-07-14,23,18.9,28.7,,,,7.2,4.7,2.2,50,70.9
211,牢力,2019-07-15,21.9,19.9,26.9,1.5,5,10,4.7,3.3,1.2,56,80.4
211,牢力,2019-07-16,22.1,19.1,27,.1,.1,.1,5.3,3.6,1.5,58,79.9
211,牢力,2019-07-17,23.4,18.9,28.1,,,,4.6,2.7,1.2,52,74.5
211,牢力,2019-07-18,25,19.7,31.9,,,,4.7,3.1,1,37,69.6
211,牢力,2019-07-19,25.3,19.9,33,0,0,0,5.4,3.5,1.5,42,74.1
211,牢力,2019-07-20,24.9,22.5,28.1,1,1.5,2,7.7,4.9,2.2,63,77.1
211,牢力,2019-07-21,23.7,21.9,25.3,2,6.5,15.5,7.9,5.1,2.3,78,86.6
211,牢力,2019-07-22,26,23.5,30,,,,7.7,4.9,2.6,57,74.6
211,牢力,2019-07-23,26.7,22.5,32.3,,,,6.5,4,1.6,49,74
211,牢力,2019-07-24,25.8,23.8,29.4,.1,.2,.3,5.8,3.4,1.4,65,81.9
211,牢力,2019-07-25,26.2,23.6,30.1,.5,1,1.5,5.6,3.4,1.5,63,82.9
211,牢力,2019-07-26,24.6,23.1,26.1,8.5,30,59,6.5,3.8,1.5,81,90.9
211,牢力,2019-07-27,26.2,22.9,32.9,.5,1,1,4.3,2.6,.8,50,82.9
211,牢力,2019-07-28,24.7,23.7,26,2.5,7.5,23,6.4,4.2,1.4,85,90.4
211,牢力,2019-07-29,26,24.4,28.1,,,,7.4,4.3,2.8,67,79
211,牢力,2019-07-30,26.9,24.5,29.3,.1,.2,.2,7.7,5.5,3.4,66,75.1
211,牢力,2019-07-31,25.1,23.3,28.4,4,7,15,9.1,5.1,2.8,66,85.5
211,牢力,2019-08-01,26.2,22.7,31.2,1.5,5,10.5,8,4.2,1.9,56,80
211,牢力,2019-08-02,26.8,23.2,33.7,,,,4.1,2.3,1.1,47,77
211,牢力,2019-08-03,27.5,22.5,35.2,,,,6.2,2.9,1.2,41,71.9
211,牢力,2019-08-04,27.4,21.5,34.7,,,,4.6,3,1.1,43,72.3
211,牢力,2019-08-05,27.9,23,36,0,0,0,4.5,2.8,1.4,41,72.4
211,牢力,2019-08-06,26.7,22,33.2,,,,6.6,4.2,2.1,48,67.6
211,牢力,2019-08-07,23.1,21.4,25.3,9,22,77.5,7.6,4.5,1.9,68,90.9
211,牢力,2019-08-08,25.2,21.4,31.6,,,,6.2,4.2,1.6,54,81.3
211,牢力,2019-08-09,26.2,21.3,32.7,.1,.1,.1,4.4,2.7,1.1,51,78.8
211,牢力,2019-08-10,26.7,22.9,32,,,,7.1,5,2.1,57,75.9
211,牢力,2019-08-11,26.6,21.7,31.4,0,0,0,8.2,4.9,2.6,52,70.9
211,牢力,2019-08-12,25.5,23.6,29.4,10,13,15,6.1,4.3,.9,71,86.4
211,牢力,2019-08-13,27.1,23.5,33.3,,,,5.1,3.4,1.6,50,77.4
211,牢力,2019-08-14,26.3,22.1,31,,,,6.5,3.9,2,57,74.1
211,牢力,2019-08-15,23.1,20.9,25.4,2.5,5,18,8.2,4.9,2.2,72,86.6
211,牢力,2019-08-16,23.8,20.3,28.2,1,2,3.5,7.5,4.4,1.7,66,82.8
211,牢力,2019-08-17,24.4,22.2,27.1,0,0,0,9.7,6,3.7,60,71.9
211,牢力,2019-08-18,22.2,17.6,28.8,,,,6,3.7,1.4,44,75.4
211,牢力,2019-08-19,23.1,18.1,30.4,,,,5.5,3.4,1.5,37,74.3
211,牢力,2019-08-20,23.8,18.1,31.4,,,,5.5,3.5,1.8,43,72.4
211,牢力,2019-08-21,22.9,19.4,28.4,2.5,2.5,3.5,4.5,2.4,1,55,83.8
211,牢力,2019-08-22,24,20.3,30.8,,,,4.9,2.9,1.1,41,71.5
211,牢力,2019-08-23,21.9,17.7,28,,,,7,3.8,1.1,38,71.5
211,牢力,2019-08-24,20.5,15.7,25.9,,,,4.7,3,1,58,80.8
211,牢力,2019-08-25,21.6,17.5,28.5,7.5,9.5,9.5,4.8,3.1,1,46,78.3
211,牢力,2019-08-26,22.6,18.3,30.1,,,,4.4,2.7,1.3,43,77.9
211,牢力,2019-08-27,23,20.1,28.9,.5,.5,.5,5.4,3.4,1,48,79.5
211,牢力,2019-08-28,22.8,19,28.4,,,,6.5,4.1,1.1,52,78
211,牢力,2019-08-29,19.7,17.6,23.5,6.5,8.5,9,4.8,2.8,.7,68,87.4
211,牢力,2019-08-30,21.2,17.1,25.1,,,,8.9,5.1,2.3,47,69.5
211,牢力,2019-08-31,20.4,16.4,27,,,,5.1,3.7,1.5,44,75.3
211,牢力,2019-09-01,20.3,16,26.6,,,,3.4,2.6,1.2,41,75.8
211,牢力,2019-09-02,20.3,15.1,28.1,,,,3.7,2.5,1.2,34,74.1
211,牢力,2019-09-03,20.6,17.2,27,1,4,5.5,4.2,2.8,1.2,54,80.5
211,牢力,2019-09-04,20.9,19.2,24,2,3,8,4.4,2.8,1.2,79,92.9
211,牢力,2019-09-05,21.6,19.9,29.5,11,19.5,52,4.3,2.6,1,58,92.5
211,牢力,2019-09-06,22.8,19.5,29.8,,,,4.2,2.4,1.2,62,87.3
211,牢力,2019-09-07,25.5,21.7,30.9,.5,1,2.5,14.2,8.5,3.6,47,73.8
211,牢力,2019-09-08,23.4,21.2,26.3,.5,.5,.5,9.9,6.6,2.4,62,79.8
211,牢力,2019-09-09,23,20.9,28.5,.5,1,1.5,4.5,2.8,.7,51,84.4
211,牢力,2019-09-10,20.9,19.1,25.1,4.5,19.5,64,6.5,4.2,1.6,73,91.8
211,牢力,2019-09-11,20.3,18.5,23.1,3.5,8.5,16.5,7.7,5.1,2.6,69,82.3
211,牢力,2019-09-12,19.2,16.4,23,0,0,0,5.9,3.8,1.8,52,73
211,牢力,2019-09-13,19.4,13.6,27.1,,,,5.4,3.6,1.8,45,75.5
211,牢力,2019-09-14,19.9,16.4,23.6,.1,.2,.2,4.4,2.7,.7,65,85.5
211,牢力,2019-09-15,20,15.6,24.6,,,,7.5,4.8,2.1,59,76.5
211,牢力,2019-09-16,19,13.6,27.5,,,,6.1,3.9,1.7,27,69.6
211,牢力,2019-09-17,18.4,10.7,27.3,,,,3.9,2.5,1.4,37,73.5
211,牢力,2019-09-18,18.3,12.1,26.7,,,,6.6,3.9,1.3,26,68.1
211,牢力,2019-09-19,15.9,10,23.8,,,,5,3.5,1.3,41,76.4
211,牢力,2019-09-20,16,11.7,21.6,,,,4.6,3.1,1.2,43,77.3
211,牢力,2019-09-21,16.8,13.6,20.1,,,,6.4,3.6,1.3,53,76.1
211,牢力,2019-09-22,15.8,14.1,17.8,1,4.5,25,11.2,7.7,2.9,58,79.1
211,牢力,2019-09-23,15.6,11.7,21.3,0,0,0,12.7,7.3,2.4,47,75.1
211,牢力,2019-09-24,15.7,11.5,24.1,,,,5.3,3.6,1.2,47,80.9
211,牢力,2019-09-25,17.6,12.4,25.3,,,,4.3,2.4,1.1,52,82.1
211,牢力,2019-09-26,18.9,15.1,27.1,,,,3.5,2.6,1.3,46,77.6
211,牢力,2019-09-27,18.7,14.5,24.7,,,,3.9,2.6,1.2,49,78
211,牢力,2019-09-28,20,15.8,26.6,,,,4.9,2.8,1.1,48,79.8
211,牢力,2019-09-29,19,14.1,27.7,,,,5.1,3.3,.9,38,79.4
211,牢力,2019-09-30,18.6,13.6,28.3,,,,3.8,2.5,1.2,38,76.5
211,牢力,2019-10-01,19.6,14.5,26.4,,,,3.9,2.9,1.3,57,82.6
211,牢力,2019-10-02,19.6,17.8,22.2,1,3.5,19.5,4,2.5,1.2,77,90
211,牢力,2019-10-03,18.8,15.4,21.4,1,2.5,14.5,11.1,8,2.1,69,87.6
211,牢力,2019-10-04,19.1,15.1,25.6,,,,4.6,3,1,55,84.8
211,牢力,2019-10-05,15.2,12.6,19.7,2,2.3,5,8.5,5.2,2.7,73,83.5
211,牢力,2019-10-06,13.8,8.9,20,,,,5.6,3.1,1.6,43,72.5
211,牢力,2019-10-07,13,11.2,15,.5,1.5,5.5,3.6,2.5,.9,83,91.5
211,牢力,2019-10-08,12.9,6,20.3,,,,7.2,4.6,1.7,29,72.3
211,牢力,2019-10-09,10.2,3.7,18.9,,,,6.1,4.3,1.1,36,74.8
211,牢力,2019-10-10,11.5,6.6,17.4,,,,4,2.8,.7,52,81
211,牢力,2019-10-11,15.3,8.3,22.8,,,,9.8,6,2.2,39,73.5
211,牢力,2019-10-12,15.4,13.8,17.4,0,0,0,10.3,6.6,4,56,63.1
211,牢力,2019-10-13,14.2,9.7,21.2,,,,6.3,4,1.5,44,71.1
211,牢力,2019-10-14,12.8,8.5,19.1,0,0,0,6.8,3.9,1.4,38,77.6
211,牢力,2019-10-15,11.6,6.6,17.7,,,,6.3,3.8,1.7,45,73.1
211,牢力,2019-10-16,10.8,6.3,18.7,,,,4.8,3.3,1,36,78.1
211,牢力,2019-10-17,12.3,7.6,20.3,,,,4.1,2.8,1.3,46,77.5
211,牢力,2019-10-18,13.1,7.7,19.1,,,,6.2,3.8,1.7,55,77.5
211,牢力,2019-10-19,12.8,7.4,21.7,,,,5.6,3.3,.8,36,76.6
211,牢力,2019-10-20,12.5,8.4,21,,,,5.4,3.3,1,38,79.6
211,牢力,2019-10-21,13.1,8,24.2,,,,4.8,2.8,1.2,35,77.4
211,牢力,2019-10-22,12.9,7.3,21.7,,,,6.5,3.8,1.1,47,79.5
211,牢力,2019-10-23,12.7,7.8,19.7,,,,6.2,3.4,1.5,47,78.6
211,牢力,2019-10-24,15.3,12.2,19.9,0,0,0,7.6,5.1,2.2,35,69.1
211,牢力,2019-10-25,15.1,9.4,21.1,0,0,0,6.1,3.5,1.4,41,68.5
211,牢力,2019-10-26,10,4.1,15.9,,,,8,4.9,2.2,41,65.5
211,牢力,2019-10-27,7.5,2.5,14.9,,,,7.3,4.5,1.3,40,74.4
211,牢力,2019-10-28,9.6,1.9,16.2,.1,.2,.2,6.7,4.7,1.4,43,71.1
211,牢力,2019-10-29,11.5,4.9,16.5,.5,1.5,1.5,9.7,5.8,2.2,38,69.1
211,牢力,2019-10-30,8,2,16.1,,,,8.1,4.5,1.4,32,73
211,牢力,2019-10-31,12.1,3.8,17.5,,,,9,5.1,2.3,57,76.8
211,牢力,2019-11-01,13.2,7.4,22.2,,,,5.5,3.2,.8,31,73.8
211,牢力,2019-11-02,10.9,5.2,18.3,,,,4.4,3.1,.8,52,80
211,牢力,2019-11-03,11,7.3,14.8,,,,8.4,5.3,2.1,67,80.4
211,牢力,2019-11-04,9.1,4.1,18.7,,,,4.7,2.2,.6,35,77.8
211,牢力,2019-11-05,8.6,2.5,17.4,,,,7.8,4.5,1.3,37,77.1
211,牢力,2019-11-06,8.9,2.6,17.3,,,,5.9,3.6,1.1,32,74.5
211,牢力,2019-11-07,7.9,2.7,16.1,,,,4.7,2.9,.9,25,68.8
211,牢力,2019-11-08,5.3,.7,14.3,,,,5.8,3.7,.9,24,69
211,牢力,2019-11-09,5.5,-1.6,17,,,,2.6,1.5,.5,32,70.6
211,牢力,2019-11-10,6,1.2,14.6,,,0,3.5,2.3,.7,39,76.6
211,牢力,2019-11-11,9.5,4.6,14.3,,,.1,6.7,4.2,1.9,54,76.9
211,牢力,2019-11-12,6.2,2.1,14.1,,,,4,2.8,.7,46,83.1
211,牢力,2019-11-13,5.6,.1,11.1,,,7,11.9,5.9,2,37,74.9
211,牢力,2019-11-14,.3,-3.3,4.6,,,,9.5,5.2,2.3,16,35.4
211,牢力,2019-11-15,3.3,-3,5.7,,,1,4.5,2.7,.9,45,80.6
211,牢力,2019-11-16,4.4,.9,12,,,,4.7,3.5,1.1,60,88.9
211,牢力,2019-11-17,5.8,.9,9.5,,,22,6,3.7,1.2,56,83.1
211,牢力,2019-11-18,6.3,.1,12.6,,,15,11.2,6.6,4,27,52.4
211,牢力,2019-11-19,.3,-3.3,3.8,,,,9.9,5.7,2.9,26,40
211,牢力,2019-11-20,-1.2,-6.7,6.9,,,,6,4.2,1.1,21,60.3
211,牢力,2019-11-21,.6,-6,9.8,,,,3.3,2.3,.5,29,65.9
211,牢力,2019-11-22,4.4,-2,16,,,,4.6,3.1,.8,23,66.3
211,牢力,2019-11-23,5.5,-1.4,15.5,,,0,4.1,2.6,.7,46,79.8
211,牢力,2019-11-24,9.1,1.7,15.6,,,.3,5.3,3.1,1.1,58,81.4
211,牢力,2019-11-25,5.3,1,10.1,,,1.5,6.4,4.1,1.7,64,80.9
211,牢力,2019-11-26,3.7,.3,12.5,,,,4.8,3.1,1.1,45,82.1
211,牢力,2019-11-27,4,-.9,9.8,,,,5.4,3.8,1,28,75.8
211,牢力,2019-11-28,3.5,-.4,7.1,,,.2,5.4,3.8,1.9,70,81.9
211,牢力,2019-11-29,2.4,-1.6,9,,,,3.5,2.6,.9,25,70.5
211,牢力,2019-11-30,3.7,-3.1,11.1,,,,9.1,4.9,1.3,27,63
211,牢力,2019-12-01,5.2,4,6.8,,,3,4.9,3.4,1.8,31,69
211,牢力,2019-12-02,.9,-2,4.3,,,,10.2,6,3.1,26,46.3
211,牢力,2019-12-03,-.8,-6.1,3.1,,,0,9.2,5.7,3.1,40,61.9
211,牢力,2019-12-04,1,-5.5,6.5,,,,8.9,5.1,1.9,26,54.5
211,牢力,2019-12-05,-2.7,-9.1,2.2,,,,8.2,6,1.9,10,30.6
